ID_Venda;Valor_Desconto;Qtde_Vendido;Valor_Retorno;Total_Venda;Custo_Unitario;Preço_uni;Data_Venda;Id-Canal;Id_Produto;Id_Promocao
21047;0;20;0;2780;70,870000000000005;139;21/04/2013;1;632;1
21221;0;9;0;3591;183,49000000000001;399;11/05/2011;1;261;9
21277;52,899999999999999;12;529;6295,1000000000004;243,27000000000001;529;01/01/2011;1;263;21
21433;119,7;9;0;3471,3000000000002;183,49000000000001;399;06/12/2013;1;274;3
21493;0;10;399;3990;183,49000000000001;399;14/11/2011;1;248;1
21514;115,59999999999999;12;289;3352,4000000000001;132,90000000000001;289;22/08/2013;1;1412;3
21552;314,55000000000001;13;0;8772,4500000000007;321,44;699;05/08/2013;1;225;5
21565;211,59999999999999;12;0;6136,3999999999996;243,27000000000001;529;17/05/2012;1;276;12
21636;137,80000000000001;24;0;16398,200000000001;316,85000000000002;689;17/09/2012;4;218;3
21845;0;10;0;3390;155,88999999999999;339;29/06/2012;1;247;1
21991;0;10;0;3990;183,49000000000001;399;23/10/2013;1;261;1
22053;33,899999999999999;12;339;4034,0999999999999;155,88999999999999;339;19/03/2013;1;247;12
22570;73,799999999999997;27;0;9889,2000000000007;188,13;369;30/07/2011;1;425;9
22899;0;15;0;3448,5;117,20999999999999;229,90000000000001;05/04/2011;2;441;1
23171;101,7;12;0;3966,3000000000002;155,88999999999999;339;22/11/2011;2;286;12
23539;0;5;0;1000;91,969999999999999;200;18/04/2011;1;1441;1
23571;0;10;0;6890;316,85000000000002;689;19/10/2013;1;218;1
23605;0;10;0;6990;321,44;699;09/05/2013;1;225;1
23713;68,969999999999999;18;0;4069,23;117,20999999999999;229,90000000000001;27/12/2011;1;458;3
23736;0;10;699;6990;321,44;699;12/04/2011;1;233;1
23737;0;20;0;2780;70,870000000000005;139;26/08/2012;1;597;1
23860;16,5;6;0;973,5;75,879999999999995;165;29/09/2012;1;947;3
23898;0;10;0;4290;197,28;429;25/08/2012;1;283;1
23943;0;5;0;695;70,870000000000005;139;30/08/2012;1;573;1
24294;55,600000000000001;6;0;778,39999999999998;70,870000000000005;139;21/03/2012;1;632;3
24340;0;18;369;6642;188,13;369;18/10/2013;2;419;18
24473;0;10;429;4290;197,28;429;12/05/2011;1;244;1
24679;209,69999999999999;13;0;8877,2999999999993;321,44;699;27/05/2012;1;209;23
24735;0;10;0;3990;183,49000000000001;399;27/02/2011;1;287;1
24749;0;10;0;6890;316,85000000000002;689;07/08/2011;1;218;1
24859;0;10;0;4290;197,28;429;11/10/2012;1;257;1
24909;0;10;0;4290;197,28;429;26/03/2011;3;257;1
25119;0;10;0;1390;70,870000000000005;139;20/09/2012;2;632;1
25348;0;5;0;695;70,870000000000005;139;25/01/2012;1;609;1
25487;0;20;229,90000000000001;4598;117,20999999999999;229,90000000000001;08/06/2012;4;441;1
25516;0;10;0;1390;70,870000000000005;139;25/04/2012;3;561;1
25576;0;6;0;834;70,870000000000005;139;06/02/2012;3;621;3
25949;0;10;699;6990;321,44;699;02/10/2011;1;217;1
26051;22,989999999999998;18;0;4115,21;117,20999999999999;229,90000000000001;23/09/2013;1;453;3
26375;0;10;0;2000;91,969999999999999;200;15/12/2012;1;1441;1
26534;0;10;0;1390;70,870000000000005;139;31/05/2011;1;621;1
26603;119,7;12;0;4668,3000000000002;183,49000000000001;399;15/01/2011;3;248;3
26621;0;12;0;5148;197,28;429;01/01/2011;1;244;3
26663;0;15;0;3448,5;117,20999999999999;229,90000000000001;12/04/2011;1;453;1
26787;0;5;0;695;70,870000000000005;139;17/02/2012;1;609;1
26788;0;10;0;3690;188,13;369;04/10/2011;1;419;1
27008;0;10;0;6890;316,85000000000002;689;20/12/2012;1;202;1
27037;0;10;0;5290;243,27000000000001;529;12/03/2011;3;250;1
27166;0;20;0;4598;117,20999999999999;229,90000000000001;20/02/2011;1;441;1
27249;49,5;6;0;940,5;75,879999999999995;165;19/11/2011;3;947;3
27334;0;10;0;3635;185,31999999999999;363,5;05/07/2011;1;355;1
27501;0;30;0;11070;188,13;369;08/07/2011;1;436;1
27536;279,60000000000002;12;0;8108,3999999999996;321,44;699;06/12/2012;4;217;21
27845;0;30;0;11070;188,13;369;23/09/2012;1;419;1
27873;55,600000000000001;6;0;778,39999999999998;70,870000000000005;139;23/12/2013;1;585;3
27887;0;10;0;4290;197,28;429;24/12/2011;3;257;1
27984;54,524999999999999;13;0;4670,9750000000004;185,31999999999999;363,5;07/04/2011;1;355;5
28568;0;10;0;5290;243,27000000000001;529;20/04/2012;1;289;1
28612;0;10;0;6890;316,85000000000002;689;01/05/2012;1;218;1
28713;0;10;0;4290;197,28;429;30/11/2012;1;257;1
28785;0;5;0;825;75,879999999999995;165;07/11/2012;1;947;1
28838;0;20;0;2780;70,870000000000005;139;21/10/2012;4;632;1
29037;0;10;0;1390;70,870000000000005;139;04/08/2011;1;632;1
29038;0;20;0;2780;70,870000000000005;139;15/08/2011;1;549;1
29314;0;12;0;8268;316,85000000000002;689;20/09/2012;1;218;3
29342;171,59999999999999;12;0;4976,3999999999996;197,28;429;01/10/2012;1;244;12
29425;0;10;0;3990;183,49000000000001;399;28/04/2011;1;248;1
29459;0;30;0;11070;188,13;369;04/06/2013;1;419;1
29692;27,800000000000001;24;0;3308,1999999999998;70,870000000000005;139;22/01/2012;1;597;21
29913;13,9;12;0;1654,0999999999999;70,870000000000005;139;24/03/2012;1;597;12
29927;0;30;0;11070;188,13;369;09/07/2012;3;431;1
30131;69,5;12;0;1598,5;70,870000000000005;139;28/07/2013;4;621;3
30150;22,989999999999998;24;0;5494,6099999999997;117,20999999999999;229,90000000000001;23/10/2011;1;453;21
30203;0;10;0;1390;70,870000000000005;139;22/04/2013;3;585;1
30291;0;10;200;2000;91,969999999999999;200;25/04/2012;3;1441;1
30373;0;10;689;6890;316,85000000000002;689;18/06/2011;1;234;1
30438;0;15;0;3448,5;117,20999999999999;229,90000000000001;03/01/2013;1;441;1
30602;13,9;12;0;1654,0999999999999;70,870000000000005;139;29/08/2011;1;621;12
30657;0;20;0;2780;70,870000000000005;139;17/05/2011;1;597;1
30878;0;20;369;7380;188,13;369;13/06/2013;4;419;1
31010;73,799999999999997;27;0;9889,2000000000007;188,13;369;21/04/2013;1;436;9
31308;0;10;289;2890;132,90000000000001;289;25/11/2013;1;1412;1
31478;27,800000000000001;24;0;3308,1999999999998;70,870000000000005;139;06/04/2012;1;632;21
31483;171,59999999999999;12;0;4976,3999999999996;197,28;429;26/12/2011;4;244;12
31536;0;10;0;4290;197,28;429;17/11/2013;1;283;1
31854;0;10;0;6890;316,85000000000002;689;29/06/2013;2;218;1
31961;105,8;12;0;6242,1999999999998;243,27000000000001;529;16/05/2013;1;289;12
32353;0;20;369;7380;188,13;369;16/04/2011;2;436;1
32408;39,899999999999999;12;0;4748,1000000000004;183,49000000000001;399;26/03/2012;1;248;3
32481;0;20;0;4598;117,20999999999999;229,90000000000001;05/09/2012;2;441;1
32612;0;12;0;3468;132,90000000000001;289;17/10/2011;1;1412;1
32750;0;20;0;7380;188,13;369;04/10/2011;1;431;1
32955;0;20;289;5780;132,90000000000001;289;06/07/2011;3;1412;1
33231;82,5;18;0;2887,5;75,879999999999995;165;20/11/2011;3;947;3
33405;413,39999999999998;13;0;8543,6000000000004;316,85000000000002;689;10/09/2011;1;202;23
33441;0;5;0;695;70,870000000000005;139;15/07/2012;1;585;1
33456;0;10;0;4290;197,28;429;27/08/2011;1;283;1
33545;0;10;0;1390;70,870000000000005;139;09/01/2012;1;561;1
33689;0;30;0;11070;188,13;369;20/08/2013;1;436;1
33805;0;20;0;4598;117,20999999999999;229,90000000000001;23/05/2011;1;453;1
33935;69,5;24;0;3266,5;70,870000000000005;139;08/03/2011;4;621;12
34060;0;10;0;6890;316,85000000000002;689;04/12/2012;1;202;1
34081;0;10;0;4290;197,28;429;26/07/2012;4;283;1
34388;0;10;399;3990;183,49000000000001;399;14/02/2011;1;261;1
34526;0;5;0;825;75,879999999999995;165;19/12/2012;1;947;1
34559;0;20;699;13980;321,44;699;23/08/2012;4;217;1
34680;0;10;0;4290;197,28;429;04/09/2012;2;270;1
34988;27,800000000000001;4;0;528,20000000000005;70,870000000000005;139;14/12/2011;4;549;9
35023;0;30;0;11970;183,49000000000001;399;22/11/2011;3;248;1
35130;0;10;0;3990;183,49000000000001;399;09/05/2011;4;261;1
35163;60;12;0;2340;91,969999999999999;200;07/08/2012;4;1441;12
35183;68,969999999999999;26;229,90000000000001;5908,4300000000003;117,20999999999999;229,90000000000001;02/06/2011;1;453;14
35369;55,600000000000001;12;0;1612,4000000000001;70,870000000000005;139;22/06/2011;1;621;12
35421;0;5;0;1000;91,969999999999999;200;04/02/2011;1;1441;1
35429;0;10;0;1390;70,870000000000005;139;03/12/2013;1;609;1
35990;0;10;0;4290;197,28;429;02/01/2011;1;270;1
35993;0;10;0;4290;197,28;429;26/09/2011;2;270;1
36006;0;12;0;5148;197,28;429;01/12/2013;1;270;3
36281;0;5;0;695;70,870000000000005;139;28/01/2012;1;632;1
36375;27,800000000000001;6;0;806,20000000000005;70,870000000000005;139;21/06/2013;1;549;3
36538;41,700000000000003;24;0;3294,3000000000002;70,870000000000005;139;20/04/2012;1;561;21
36818;0;10;0;6890;316,85000000000002;689;05/11/2013;1;234;1
36821;0;10;0;6890;316,85000000000002;689;05/09/2012;1;218;1
37117;0;6;0;834;70,870000000000005;139;24/12/2011;1;597;1
37133;0;9;0;6291;321,44;699;01/01/2011;2;225;27
37289;42,899999999999999;12;0;5105,1000000000004;197,28;429;03/10/2011;1;257;21
37328;0;20;399;7980;183,49000000000001;399;14/11/2011;4;261;1
37372;139,80000000000001;12;0;8248,2000000000007;321,44;699;06/08/2011;1;209;21
37513;0;20;0;2780;70,870000000000005;139;05/03/2012;1;561;1
37554;0;10;0;1390;70,870000000000005;139;16/05/2011;2;573;1
37751;0;20;0;7980;183,49000000000001;399;29/01/2011;2;287;1
38135;33;6;165;957;75,879999999999995;165;18/02/2011;1;947;3
38327;0;30;0;11070;188,13;369;09/07/2011;2;436;1
38491;27,800000000000001;18;0;2474,1999999999998;70,870000000000005;139;14/03/2011;2;549;18
38512;0;18;139;2502;70,870000000000005;139;30/12/2012;2;561;27
38733;0;30;0;11070;188,13;369;28/08/2012;2;425;1
38921;0;5;0;695;70,870000000000005;139;26/01/2011;1;573;1
38962;0;10;0;6890;316,85000000000002;689;08/09/2011;3;218;1
39092;20;6;200;1180;91,969999999999999;200;22/01/2012;1;1441;3
39290;0;10;0;6890;316,85000000000002;689;17/04/2011;1;234;1
39367;0;10;0;3990;183,49000000000001;399;29/10/2012;1;287;1
39538;0;15;0;3448,5;117,20999999999999;229,90000000000001;12/01/2013;1;453;1
39977;0;10;339;3390;155,88999999999999;339;05/02/2011;2;247;1
40019;39,899999999999999;12;0;4748,1000000000004;183,49000000000001;399;26/02/2013;1;261;12
40267;0;10;0;3990;183,49000000000001;399;25/02/2013;1;248;1
40505;258,30000000000001;24;0;8597,7000000000007;188,13;369;28/08/2013;4;419;21
41015;0;10;0;1390;70,870000000000005;139;24/02/2011;1;585;1
41129;0;10;0;5290;243,27000000000001;529;14/03/2011;1;263;1
41221;0;10;699;6990;321,44;699;02/04/2012;1;217;1
41428;0;10;0;3990;183,49000000000001;399;01/04/2011;1;248;1
41514;0;10;0;5290;243,27000000000001;529;30/11/2011;1;276;1
41761;0;5;0;825;75,879999999999995;165;28/04/2012;1;947;1
41788;0;10;0;1390;70,870000000000005;139;27/11/2013;1;621;1
42037;0;10;0;1390;70,870000000000005;139;06/04/2013;1;632;1
42169;0;10;0;3390;155,88999999999999;339;03/03/2011;2;286;1
42207;0;10;0;4290;197,28;429;19/06/2013;1;270;1
42356;68,969999999999999;18;0;4069,23;117,20999999999999;229,90000000000001;26/05/2012;1;458;3
42755;0;20;399;7980;183,49000000000001;399;26/03/2013;2;274;1
42789;0;10;0;5290;243,27000000000001;529;24/06/2011;1;289;1
43065;0;10;0;3990;183,49000000000001;399;16/10/2012;1;248;1
43147;0;5;0;695;70,870000000000005;139;09/08/2012;1;597;1
43170;0;5;139;695;70,870000000000005;139;25/10/2013;1;561;1
43306;0;10;0;1390;70,870000000000005;139;09/03/2013;1;609;1
43431;221,40000000000001;144;0;52914,599999999999;188,13;369;18/11/2011;2;419;3
43601;0;12;139;1668;70,870000000000005;139;31/01/2012;1;597;1
44054;85,799999999999997;12;0;5062,1999999999998;197,28;429;18/12/2012;1;257;12
44102;55,600000000000001;48;0;6616,3999999999996;70,870000000000005;139;16/08/2011;1;561;21
44112;0;10;0;1390;70,870000000000005;139;30/12/2013;4;585;1
44302;0;10;0;4290;197,28;429;28/02/2012;1;257;1
44395;0;30;0;11070;188,13;369;10/09/2012;1;419;1
44686;0;10;0;1390;70,870000000000005;139;29/05/2011;1;585;1
44766;211,59999999999999;12;0;6136,3999999999996;243,27000000000001;529;26/10/2011;1;289;12
44786;0;10;0;6890;316,85000000000002;689;10/07/2013;1;202;1
45145;0;10;0;5290;243,27000000000001;529;03/09/2011;1;250;1
45640;128,69999999999999;12;0;5019,3000000000002;197,28;429;28/01/2011;4;283;21
45695;0;15;0;3448,5;117,20999999999999;229,90000000000001;08/09/2013;1;453;1
45764;0;10;0;4290;197,28;429;25/03/2012;4;257;1
45796;0;10;0;1390;70,870000000000005;139;06/12/2012;1;621;1
45861;39,899999999999999;12;0;4748,1000000000004;183,49000000000001;399;21/04/2013;1;248;3
45886;0;10;0;3990;183,49000000000001;399;12/11/2012;1;248;1
45969;0;24;0;8856;188,13;369;09/04/2011;3;419;12
46183;0;10;339;3390;155,88999999999999;339;22/01/2011;3;273;1
